"Multi-PIP Response Magnitude to Impedance Calibration"
"Name",High
"Load Resistance",10000000
"Input Gain",IA_CTRL_PGA_GAIN5
"Output Vpp",IA_CTRL_VOLT_2000
"Rfb Select",False
"Frequency (Hz)","Gain"
8825,1.28364661358515E-10
8850,1.28064609172358E-10
8875,1.27730778074168E-10
8900,1.27606189335623E-10
8925,1.27494565559906E-10
8950,1.27411257664357E-10
8975,1.27121338004249E-10
9000,1.27103286037686E-10
9025,1.26963546064629E-10
9050,1.26919314181822E-10
9075,1.26588066713027E-10
9100,1.26360426031058E-10
9125,1.26040970544813E-10
9150,1.2589806023994E-10
9175,1.25392140609939E-10
9200,1.25137529188484E-10
9225,1.24850877366033E-10
9250,1.24650389561103E-10
9275,1.24482294106596E-10
9300,1.24184319415135E-10
9325,1.23926285102731E-10
9350,1.2375347916787E-10
9375,1.23642514985239E-10
9400,1.23376289664014E-10
9425,1.23228860189989E-10
9450,1.22920778035917E-10
9475,1.22836567377379E-10
9500,1.22704345276378E-10
9525,1.22654500160025E-10
9550,1.22392486519841E-10
9575,1.22400891404896E-10
9600,1.22243246108107E-10
9625,1.22122984987778E-10
9650,1.21974689916635E-10
9675,1.21588412597773E-10
9700,1.21352920430661E-10
9725,1.21195668319065E-10
9750,1.2082792534799E-10
9775,1.20587367265508E-10
9800,1.20369959797146E-10
9825,1.20165220215962E-10
9850,1.20203319979347E-10
9875,1.20109331094404E-10
9900,1.1997140275342E-10
9925,1.19777980034568E-10
9950,1.19561197322797E-10
9975,1.19327527200442E-10
10000,1.18925651316634E-10
10150,1.1820846417882E-10
10300,1.1740973025674E-10
10450,1.16646117958071E-10
10600,1.15960571686721E-10
10750,1.15167153139293E-10
10900,1.14254888425904E-10
11050,1.13199958859992E-10
11200,1.12370329541368E-10
11350,1.1145720301783E-10
11500,1.10433426198578E-10
11650,1.09277409553207E-10
11800,1.08203106892312E-10
11950,1.07133853799044E-10
12100,1.06150007247909E-10
12250,1.05183759635558E-10
12400,1.04300950314544E-10
12550,1.03336636864036E-10
12700,1.02398477897598E-10
12850,1.01393668752257E-10
13000,1.00448649827418E-10
13150,9.95503049350978E-11
13300,9.86681234666131E-11
13450,9.78300551813414E-11
13600,9.70816557815736E-11
13750,9.63351456412528E-11
13900,9.55907471652788E-11
14050,9.48213517344908E-11
14200,9.40557865412271E-11
14350,9.33375347819755E-11
14500,9.25949951477092E-11
14650,9.18299885062837E-11
14800,9.10765949786424E-11
14950,9.03607295981641E-11
15100,8.9688469738505E-11
15250,8.90412007077405E-11
15400,8.83324855749541E-11
15550,8.76274768192608E-11
15700,8.6925965745471E-11
15850,8.62363494890995E-11
16000,8.55861905131462E-11
16150,8.49537059635909E-11
16300,8.42956268948706E-11
16450,8.36818772171229E-11
16600,8.30212789470377E-11
16750,8.23368802253723E-11
16900,8.17249781357134E-11
17050,8.11034159012722E-11
17200,8.04967795293098E-11
17350,7.99439877800427E-11
17500,7.93610183006349E-11
17650,7.87987870357987E-11
17800,7.82942053273764E-11
17950,7.77533434959576E-11
18100,7.72497133528074E-11
18250,7.673517484634E-11
18400,7.62451345847127E-11
18550,7.57902954021886E-11
18700,7.53465150246031E-11
18850,7.48907910867735E-11
19000,7.44116791892295E-11
19150,7.38943867295144E-11
19300,7.33953089844349E-11
19450,7.28389073773115E-11
19600,7.22913348823155E-11
19750,7.17783337164743E-11
19900,7.12928113502122E-11
20050,7.08244441838746E-11
20200,7.03871998017156E-11
20350,6.9945010972929E-11
20500,6.95181302870351E-11
20650,6.90916299432356E-11
20800,6.86274811158624E-11
20950,6.81838239498928E-11
21100,6.77737433022799E-11
21250,6.73225998609931E-11
21400,6.69002647931647E-11
21550,6.64828018036788E-11
21700,6.60660720949141E-11
21850,6.568495617984E-11
22000,6.52781071674388E-11
22150,6.48888519778278E-11
22300,6.45378270026206E-11
22450,6.42238246008531E-11
22600,6.38346318309414E-11
22750,6.34703338057639E-11
22900,6.3073884317569E-11
23050,6.27140140160411E-11
23200,6.23464490063661E-11
23350,6.19870540155925E-11
23500,6.15665425878127E-11
23650,6.12233164922701E-11
23800,6.08537626513371E-11
23950,6.05664147185249E-11
24100,6.03112438072914E-11
24250,6.01019679561286E-11
24400,5.99303976693501E-11
24550,5.98249254533396E-11
24700,5.97668737691709E-11
24850,5.97668737691709E-11
25000,5.97668737691709E-11
25150,5.97668737691709E-11
25300,5.97668737691709E-11
25450,5.97668737691709E-11
25600,5.97668737691709E-11
25750,5.97668737691709E-11
25900,5.97668737691709E-11
26050,5.97668737691709E-11
26200,5.97668737691709E-11
26350,5.97668737691709E-11
26500,5.97668737691709E-11
26650,5.97668737691709E-11
26800,5.97668737691709E-11
26950,5.97668737691709E-11
27100,5.97668737691709E-11
27250,5.97668737691709E-11
27400,5.97668737691709E-11
27550,5.97668737691709E-11
27700,5.97668737691709E-11
27850,5.97668737691709E-11
28000,5.97668737691709E-11
28150,5.97668737691709E-11
28300,5.97668737691709E-11
28450,5.97668737691709E-11
28600,5.97668737691709E-11
28750,5.97668737691709E-11
28900,5.97668737691709E-11
29050,5.97668737691709E-11
29200,5.97668737691709E-11
29350,5.97668737691709E-11
29500,5.97668737691709E-11
29650,5.97668737691709E-11
29800,5.97668737691709E-11
29950,5.97668737691709E-11
30100,5.97668737691709E-11
30250,5.97668737691709E-11
30400,5.97668737691709E-11
30550,5.97668737691709E-11
30700,5.97668737691709E-11
30850,5.97668737691709E-11
31000,5.97668737691709E-11
31150,5.97668737691709E-11
31300,5.97668737691709E-11
31450,5.97668737691709E-11
31600,5.97668737691709E-11
31750,5.97668737691709E-11
31900,5.97668737691709E-11
32050,5.97668737691709E-11
32200,5.97668737691709E-11
32350,5.97668737691709E-11
32500,5.97668737691709E-11
32650,5.97668737691709E-11
32800,5.97668737691709E-11
32950,5.97668737691709E-11
33100,5.97668737691709E-11
33250,5.97668737691709E-11
33400,5.97668737691709E-11
33550,5.97668737691709E-11
33700,5.97668737691709E-11
33850,5.97668737691709E-11
34000,5.97668737691709E-11
34150,5.97668737691709E-11
34300,5.97668737691709E-11
34450,5.97668737691709E-11
34600,5.97668737691709E-11
34750,5.97668737691709E-11
34900,5.97668737691709E-11
35050,5.97668737691709E-11
35200,5.97668737691709E-11
35350,5.97668737691709E-11
35500,5.97668737691709E-11
35650,5.97668737691709E-11
35800,5.97668737691709E-11
35950,5.97668737691709E-11
36100,5.97668737691709E-11
36250,5.97668737691709E-11
36400,5.97668737691709E-11
36550,5.97668737691709E-11
36700,5.97668737691709E-11
36850,5.97668737691709E-11
37000,5.97668737691709E-11
37150,5.97668737691709E-11
37300,5.97668737691709E-11
37450,5.97668737691709E-11
37600,5.97668737691709E-11
37750,5.97668737691709E-11
37900,5.97668737691709E-11
38050,5.97668737691709E-11
38200,5.97668737691709E-11
38350,5.97668737691709E-11
38500,5.97668737691709E-11
38650,5.97668737691709E-11
38800,5.97668737691709E-11
38950,5.97668737691709E-11
39100,5.97668737691709E-11
39250,5.97668737691709E-11
39400,5.97668737691709E-11
